matchup_id,name,Odds,bet_size,predicted_winner_scaled,implied_probability_scaled,betting_edge
df1,Marvin Vettori,-162,1,0.8750512483647668,0.593369754159424,0.28168149420534283
df4,Alexander Hernandez,-198,3,1.219167649027551,0.6369041816941223,0.5822634673334286
df12,Priscila Cachoeira,+154,1,0.5365834705357978,0.3775334481388264,0.1590500223969714
df14,Yuneisy Duben,+275,2,0.5997930287432579,0.2559309849029475,0.3438620438403104
