matchup_id,name,Odds,bet_size,predicted_winner_scaled,implied_probability_scaled,betting_edge
df1,Marvin Vettori,-162,1,0.8750512483647688,0.593369754159424,0.28168149420534483
df4,Alexander Hernandez,-198,3,1.2191676490275498,0.6369041816941223,0.5822634673334275
df12,Priscila Cachoeira,+154,1,0.5365834705357981,0.3775334481388264,0.15905002239697175
df14,Yuneisy Duben,+280,2,0.5967521801381379,0.2522172949002217,0.3445348852379162
