matchup_id,name,Odds,bet_size,predicted_winner_scaled,implied_probability_scaled,betting_edge,won,potential_winnings,total_return,net,profit,event_name,date_added
df6,Quillan Salkilld,-115,1,0.713,0.511,0.202,1,0.87,1.87,0.87,1.87,UFC 321: Aspinall vs. Gane,2025-10-28
df12,Mitch Raposo,330,2,0.602,0.223,0.379,1,6.6,8.6,6.6,4.3,UFC 321: Aspinall vs. Gane,2025-10-28
