matchup_id,name,Odds,bet_size,predicted_winner_scaled,implied_probability_scaled,betting_edge,won,potential_winnings,total_return,net,profit,event_name,date_added
df8,Mayra Bueno Silva,211,1,0.592,0.31,0.281,0,0,0,-1,0.0,UFC Fight Night: Bonfim vs. Brown,2025-11-11
df11,Miles Johns,164,1,0.52,0.365,0.155,0,0,0,-1,0.0,UFC Fight Night: Bonfim vs. Brown,2025-11-11
