matchup_id,name,Odds,bet_size,predicted_winner_scaled,implied_probability_scaled,betting_edge,won,potential_winnings,total_return,net,profit,event_name,date_added
df11,Cameron Saaiman,-102,1,0.657,0.483,0.174,0,0,0,-1,0.0,UFC Fight Night: Machado Garry vs. Prates,2025-04-28
df12,Polyana Viana,600,3,0.916,0.137,0.779,0,0,0,-3,0.0,UFC Fight Night: Machado Garry vs. Prates,2025-04-28
